date,nav,benchmark_nav
2021-10-04,17670.1174,13732.2820
2021-10-05,17700.8014,13875.1670
2021-10-06,17601.3865,13932.8324
2021-10-07,17701.8237,14053.2908
2021-10-08,17546.1939,14027.6630
2021-10-11,17491.8855,13926.1064
2021-10-12,17518.1841,13891.8254
2021-10-13,17432.0317,13941.8039
2021-10-14,17573.9438,14176.3140
2021-10-15,17589.0704,14284.2762
2021-10-18,17564.9152,14326.5666
2021-10-19,17768.6854,14437.0947
2021-10-20,17968.4417,14493.7991
2021-10-21,18060.1652,14531.6018
2021-10-22,18245.1555,14516.5439
2021-10-25,18647.6392,14594.3947
2021-10-26,18611.4092,14607.5295
2021-10-27,18350.0058,14542.8156
2021-10-28,18532.7377,14683.1347
2021-10-29,18469.9919,14712.9290
2021-11-01,18772.2638,14738.2396
2021-11-02,18713.5254,14797.8281
2021-11-03,18956.0141,14888.1740
2021-11-04,19026.4835,14958.3325
2021-11-05,19459.2453,15010.2310
2021-11-08,19597.4045,15023.0475
2021-11-09,19419.4135,14973.3935
2021-11-10,19411.1076,14852.9320
2021-11-11,19932.0845,14857.7370
2021-11-12,19733.4791,14969.8646
2021-11-15,19662.5219,14974.9920
2021-11-16,19531.0437,15034.2592
2021-11-17,19459.6776,14997.7389
2021-11-18,19527.0167,15048.6784
2021-11-19,19338.3508,15021.7682
2021-11-22,19467.8480,14979.4788
2021-11-23,19556.0479,14999.3396
2021-11-24,19399.2465,15039.3866
2021-11-26,18767.1129,14703.9596
2021-11-29,18510.9045,14884.3279
2021-11-30,18195.3705,14594.7161
2021-12-01,18202.3141,14432.6068
2021-12-02,18726.5529,14653.6629
2021-12-03,18716.0263,14526.1550
2021-12-06,18993.3490,14698.1967
2021-12-07,19014.3107,15002.2247
2021-12-08,19172.5986,15041.9493
2021-12-09,18985.1681,14940.3917
2021-12-10,19078.1511,15081.0322
2021-12-13,19004.8906,14947.4422
2021-12-14,19039.1410,14844.6043
2021-12-15,19370.7083,15076.5476
2021-12-16,19291.3582,14943.5971
2021-12-17,19244.1979,14784.5519
2021-12-20,18958.6406,14627.3434
2021-12-21,19268.3049,14887.1080
2021-12-22,19477.8175,15035.9628
2021-12-23,19603.4396,15129.5162
2021-12-27,19774.2022,15343.6330
2021-12-28,19859.6818,15331.0911
2021-12-29,19958.6246,15350.7053
2021-12-30,19856.1285,15308.2662
2021-12-31,19943.2169,15269.6876
2022-01-03,20144.6850,15358.0990
2022-01-04,20385.0725,15352.9539
2022-01-05,20470.0772,15058.1460
2022-01-06,20610.3092,15043.9982
2022-01-07,20779.1822,14984.5230
2022-01-10,20597.4782,14965.8781
2022-01-11,20502.4410,15102.1910
2022-01-12,20620.0765,15143.0191
2022-01-13,20903.4906,14934.3678
2022-01-14,20862.5230,14940.4801
2022-01-18,20708.9858,14675.8908
2022-01-19,20609.4360,14523.4977
2022-01-20,20068.0663,14362.7520
2022-01-21,19507.7212,14080.8043
2022-01-24,19769.7354,14140.6008
2022-01-25,19771.3213,13967.9580
2022-01-26,19642.4348,13932.9156
2022-01-27,19792.0382,13864.1154
2022-01-28,19929.0059,14208.4348
2022-01-31,19879.6094,14464.3450
2022-02-01,19994.4868,14562.0804
2022-02-02,20003.8119,14703.5384
2022-02-03,19550.1382,14357.9283
2022-02-04,19280.7157,14425.4461
2022-02-07,19198.5536,14379.1484
2022-02-08,19572.8119,14497.4591
2022-02-09,19675.6470,14709.6466
2022-02-10,19489.6478,14445.3786
2022-02-11,19827.0115,14160.5323
2022-02-14,19930.3618,14114.2366
